,project,global_tags,operators,XP,cell_lines,coating,thawing,cell_number,seeding,culture,fixation,mesurement,plate_ref,comments,staining,measurement
4146,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC2-25,CP4-SC2-18,CP4-SC2-24,CP4-SC2-03,CP4-SC2-14,CP4-SC2-22,CP4-SC2-20,CP4-SC2-11,CP4-SC2-01,CP4-SC2-05,CP4-SC2-17,CP4-SC2-21,CP4-SC2-07,CP4-SC2-08,CP4-SC2-10,CP4-SC2-13,CP4-SC2-02,CP7-SC2-05,CP4-SC2-16,CP4-SC2-12,CP4-SC2-06,CP4-SC2-09,CP7-SC2-18,CP4-SC2-15,CP7-SC2-02,CP4-SC2-23,CP4-SC2-04,CP4-SC2-19,CP7-SC2-03",[],,[],
4147,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC2-25,CP4-SC2-18,CP4-SC2-24,CP4-SC2-03,CP4-SC2-14,CP4-SC2-22,CP4-SC2-20,CP4-SC2-11,CP4-SC2-01,CP4-SC2-05,CP4-SC2-17,CP4-SC2-21,CP4-SC2-07,CP4-SC2-08,CP4-SC2-10,CP4-SC2-13,CP4-SC2-02,CP7-SC2-05,CP4-SC2-16,CP4-SC2-12,CP4-SC2-06,CP4-SC2-09,CP7-SC2-18,CP4-SC2-15,CP7-SC2-02,CP4-SC2-23,CP4-SC2-04,CP4-SC2-19,CP7-SC2-03",[],,[],
4148,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC2-25,CP4-SC2-18,CP4-SC2-24,CP4-SC2-03,CP4-SC2-14,CP4-SC2-22,CP4-SC2-20,CP4-SC2-11,CP4-SC2-01,CP4-SC2-05,CP4-SC2-17,CP4-SC2-21,CP4-SC2-07,CP4-SC2-08,CP4-SC2-10,CP4-SC2-13,CP4-SC2-02,CP7-SC2-05,CP4-SC2-16,CP4-SC2-12,CP4-SC2-06,CP4-SC2-09,CP7-SC2-18,CP4-SC2-15,CP7-SC2-02,CP4-SC2-23,CP4-SC2-04,CP4-SC2-19,CP7-SC2-03",[],,[],
4149,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC2-25,CP4-SC2-18,CP4-SC2-24,CP4-SC2-03,CP4-SC2-14,CP4-SC2-22,CP4-SC2-20,CP4-SC2-11,CP4-SC2-01,CP4-SC2-05,CP4-SC2-17,CP4-SC2-21,CP4-SC2-07,CP4-SC2-08,CP4-SC2-10,CP4-SC2-13,CP4-SC2-02,CP7-SC2-05,CP4-SC2-16,CP4-SC2-12,CP4-SC2-06,CP4-SC2-09,CP7-SC2-18,CP4-SC2-15,CP7-SC2-02,CP4-SC2-23,CP4-SC2-04,CP4-SC2-19,CP7-SC2-03",[],,[],
4150,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC2-25,CP4-SC2-18,CP4-SC2-24,CP4-SC2-03,CP4-SC2-14,CP4-SC2-22,CP4-SC2-20,CP4-SC2-11,CP4-SC2-01,CP4-SC2-05,CP4-SC2-17,CP4-SC2-21,CP4-SC2-07,CP4-SC2-08,CP4-SC2-10,CP4-SC2-13,CP4-SC2-02,CP7-SC2-05,CP4-SC2-16,CP4-SC2-12,CP4-SC2-06,CP4-SC2-09,CP7-SC2-18,CP4-SC2-15,CP7-SC2-02,CP4-SC2-23,CP4-SC2-04,CP4-SC2-19,CP7-SC2-03",[],,[],
4151,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC2-25,CP4-SC2-18,CP4-SC2-24,CP4-SC2-03,CP4-SC2-14,CP4-SC2-22,CP4-SC2-20,CP4-SC2-11,CP4-SC2-01,CP4-SC2-05,CP4-SC2-17,CP4-SC2-21,CP4-SC2-07,CP4-SC2-08,CP4-SC2-10,CP4-SC2-13,CP4-SC2-02,CP7-SC2-05,CP4-SC2-16,CP4-SC2-12,CP4-SC2-06,CP4-SC2-09,CP7-SC2-18,CP4-SC2-15,CP7-SC2-02,CP4-SC2-23,CP4-SC2-04,CP4-SC2-19,CP7-SC2-03",[],,[],
4152,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC2-25,CP4-SC2-18,CP4-SC2-24,CP4-SC2-03,CP4-SC2-14,CP4-SC2-22,CP4-SC2-20,CP4-SC2-11,CP4-SC2-01,CP4-SC2-05,CP4-SC2-17,CP4-SC2-21,CP4-SC2-07,CP4-SC2-08,CP4-SC2-10,CP4-SC2-13,CP4-SC2-02,CP7-SC2-05,CP4-SC2-16,CP4-SC2-12,CP4-SC2-06,CP4-SC2-09,CP7-SC2-18,CP4-SC2-15,CP7-SC2-02,CP4-SC2-23,CP4-SC2-04,CP4-SC2-19,CP7-SC2-03",[],,[],
4153,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC2-25,CP4-SC2-18,CP4-SC2-24,CP4-SC2-03,CP4-SC2-14,CP4-SC2-22,CP4-SC2-20,CP4-SC2-11,CP4-SC2-01,CP4-SC2-05,CP4-SC2-17,CP4-SC2-21,CP4-SC2-07,CP4-SC2-08,CP4-SC2-10,CP4-SC2-13,CP4-SC2-02,CP7-SC2-05,CP4-SC2-16,CP4-SC2-12,CP4-SC2-06,CP4-SC2-09,CP7-SC2-18,CP4-SC2-15,CP7-SC2-02,CP4-SC2-23,CP4-SC2-04,CP4-SC2-19,CP7-SC2-03",[],,[],
4154,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC2-25,CP4-SC2-18,CP4-SC2-24,CP4-SC2-03,CP4-SC2-14,CP4-SC2-22,CP4-SC2-20,CP4-SC2-11,CP4-SC2-01,CP4-SC2-05,CP4-SC2-17,CP4-SC2-21,CP4-SC2-07,CP4-SC2-08,CP4-SC2-10,CP4-SC2-13,CP4-SC2-02,CP7-SC2-05,CP4-SC2-16,CP4-SC2-12,CP4-SC2-06,CP4-SC2-09,CP7-SC2-18,CP4-SC2-15,CP7-SC2-02,CP4-SC2-23,CP4-SC2-04,CP4-SC2-19,CP7-SC2-03",[],,[],
4155,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC2-25,CP4-SC2-18,CP4-SC2-24,CP4-SC2-03,CP4-SC2-14,CP4-SC2-22,CP4-SC2-20,CP4-SC2-11,CP4-SC2-01,CP4-SC2-05,CP4-SC2-17,CP4-SC2-21,CP4-SC2-07,CP4-SC2-08,CP4-SC2-10,CP4-SC2-13,CP4-SC2-02,CP7-SC2-05,CP4-SC2-16,CP4-SC2-12,CP4-SC2-06,CP4-SC2-09,CP7-SC2-18,CP4-SC2-15,CP7-SC2-02,CP4-SC2-23,CP4-SC2-04,CP4-SC2-19,CP7-SC2-03",[],,[],
4156,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC2-25,CP4-SC2-18,CP4-SC2-24,CP4-SC2-03,CP4-SC2-14,CP4-SC2-22,CP4-SC2-20,CP4-SC2-11,CP4-SC2-01,CP4-SC2-05,CP4-SC2-17,CP4-SC2-21,CP4-SC2-07,CP4-SC2-08,CP4-SC2-10,CP4-SC2-13,CP4-SC2-02,CP7-SC2-05,CP4-SC2-16,CP4-SC2-12,CP4-SC2-06,CP4-SC2-09,CP7-SC2-18,CP4-SC2-15,CP7-SC2-02,CP4-SC2-23,CP4-SC2-04,CP4-SC2-19,CP7-SC2-03",[],,[],
4157,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC2-25,CP4-SC2-18,CP4-SC2-24,CP4-SC2-03,CP4-SC2-14,CP4-SC2-22,CP4-SC2-20,CP4-SC2-11,CP4-SC2-01,CP4-SC2-05,CP4-SC2-17,CP4-SC2-21,CP4-SC2-07,CP4-SC2-08,CP4-SC2-10,CP4-SC2-13,CP4-SC2-02,CP7-SC2-05,CP4-SC2-16,CP4-SC2-12,CP4-SC2-06,CP4-SC2-09,CP7-SC2-18,CP4-SC2-15,CP7-SC2-02,CP4-SC2-23,CP4-SC2-04,CP4-SC2-19,CP7-SC2-03",[],,[],
4158,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC2-25,CP4-SC2-18,CP4-SC2-24,CP4-SC2-03,CP4-SC2-14,CP4-SC2-22,CP4-SC2-20,CP4-SC2-11,CP4-SC2-01,CP4-SC2-05,CP4-SC2-17,CP4-SC2-21,CP4-SC2-07,CP4-SC2-08,CP4-SC2-10,CP4-SC2-13,CP4-SC2-02,CP7-SC2-05,CP4-SC2-16,CP4-SC2-12,CP4-SC2-06,CP4-SC2-09,CP7-SC2-18,CP4-SC2-15,CP7-SC2-02,CP4-SC2-23,CP4-SC2-04,CP4-SC2-19,CP7-SC2-03",[],,[],
4159,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC2-25,CP4-SC2-18,CP4-SC2-24,CP4-SC2-03,CP4-SC2-14,CP4-SC2-22,CP4-SC2-20,CP4-SC2-11,CP4-SC2-01,CP4-SC2-05,CP4-SC2-17,CP4-SC2-21,CP4-SC2-07,CP4-SC2-08,CP4-SC2-10,CP4-SC2-13,CP4-SC2-02,CP7-SC2-05,CP4-SC2-16,CP4-SC2-12,CP4-SC2-06,CP4-SC2-09,CP7-SC2-18,CP4-SC2-15,CP7-SC2-02,CP4-SC2-23,CP4-SC2-04,CP4-SC2-19,CP7-SC2-03",[],,[],
4160,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC2-25,CP4-SC2-18,CP4-SC2-24,CP4-SC2-03,CP4-SC2-14,CP4-SC2-22,CP4-SC2-20,CP4-SC2-11,CP4-SC2-01,CP4-SC2-05,CP4-SC2-17,CP4-SC2-21,CP4-SC2-07,CP4-SC2-08,CP4-SC2-10,CP4-SC2-13,CP4-SC2-02,CP7-SC2-05,CP4-SC2-16,CP4-SC2-12,CP4-SC2-06,CP4-SC2-09,CP7-SC2-18,CP4-SC2-15,CP7-SC2-02,CP4-SC2-23,CP4-SC2-04,CP4-SC2-19,CP7-SC2-03",[],,[],
4161,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC2-25,CP4-SC2-18,CP4-SC2-24,CP4-SC2-03,CP4-SC2-14,CP4-SC2-22,CP4-SC2-20,CP4-SC2-11,CP4-SC2-01,CP4-SC2-05,CP4-SC2-17,CP4-SC2-21,CP4-SC2-07,CP4-SC2-08,CP4-SC2-10,CP4-SC2-13,CP4-SC2-02,CP7-SC2-05,CP4-SC2-16,CP4-SC2-12,CP4-SC2-06,CP4-SC2-09,CP7-SC2-18,CP4-SC2-15,CP7-SC2-02,CP4-SC2-23,CP4-SC2-04,CP4-SC2-19,CP7-SC2-03",[],,[],
4162,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC2-25,CP4-SC2-18,CP4-SC2-24,CP4-SC2-03,CP4-SC2-14,CP4-SC2-22,CP4-SC2-20,CP4-SC2-11,CP4-SC2-01,CP4-SC2-05,CP4-SC2-17,CP4-SC2-21,CP4-SC2-07,CP4-SC2-08,CP4-SC2-10,CP4-SC2-13,CP4-SC2-02,CP7-SC2-05,CP4-SC2-16,CP4-SC2-12,CP4-SC2-06,CP4-SC2-09,CP7-SC2-18,CP4-SC2-15,CP7-SC2-02,CP4-SC2-23,CP4-SC2-04,CP4-SC2-19,CP7-SC2-03",[],,[],
4163,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC2-25,CP4-SC2-18,CP4-SC2-24,CP4-SC2-03,CP4-SC2-14,CP4-SC2-22,CP4-SC2-20,CP4-SC2-11,CP4-SC2-01,CP4-SC2-05,CP4-SC2-17,CP4-SC2-21,CP4-SC2-07,CP4-SC2-08,CP4-SC2-10,CP4-SC2-13,CP4-SC2-02,CP7-SC2-05,CP4-SC2-16,CP4-SC2-12,CP4-SC2-06,CP4-SC2-09,CP7-SC2-18,CP4-SC2-15,CP7-SC2-02,CP4-SC2-23,CP4-SC2-04,CP4-SC2-19,CP7-SC2-03",[],,[],
4164,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC2-25,CP4-SC2-18,CP4-SC2-24,CP4-SC2-03,CP4-SC2-14,CP4-SC2-22,CP4-SC2-20,CP4-SC2-11,CP4-SC2-01,CP4-SC2-05,CP4-SC2-17,CP4-SC2-21,CP4-SC2-07,CP4-SC2-08,CP4-SC2-10,CP4-SC2-13,CP4-SC2-02,CP7-SC2-05,CP4-SC2-16,CP4-SC2-12,CP4-SC2-06,CP4-SC2-09,CP7-SC2-18,CP4-SC2-15,CP7-SC2-02,CP4-SC2-23,CP4-SC2-04,CP4-SC2-19,CP7-SC2-03",[],,[],
4165,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC2-25,CP4-SC2-18,CP4-SC2-24,CP4-SC2-03,CP4-SC2-14,CP4-SC2-22,CP4-SC2-20,CP4-SC2-11,CP4-SC2-01,CP4-SC2-05,CP4-SC2-17,CP4-SC2-21,CP4-SC2-07,CP4-SC2-08,CP4-SC2-10,CP4-SC2-13,CP4-SC2-02,CP7-SC2-05,CP4-SC2-16,CP4-SC2-12,CP4-SC2-06,CP4-SC2-09,CP7-SC2-18,CP4-SC2-15,CP7-SC2-02,CP4-SC2-23,CP4-SC2-04,CP4-SC2-19,CP7-SC2-03",[],,[],
4166,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC2-25,CP4-SC2-18,CP4-SC2-24,CP4-SC2-03,CP4-SC2-14,CP4-SC2-22,CP4-SC2-20,CP4-SC2-11,CP4-SC2-01,CP4-SC2-05,CP4-SC2-17,CP4-SC2-21,CP4-SC2-07,CP4-SC2-08,CP4-SC2-10,CP4-SC2-13,CP4-SC2-02,CP7-SC2-05,CP4-SC2-16,CP4-SC2-12,CP4-SC2-06,CP4-SC2-09,CP7-SC2-18,CP4-SC2-15,CP7-SC2-02,CP4-SC2-23,CP4-SC2-04,CP4-SC2-19,CP7-SC2-03",[],,[],
4167,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],CP4-SC2-24,[],,[],
4168,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],CP4-SC2-25,[],,[],
4169,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC2-25,CP4-SC2-18,CP4-SC2-24,CP4-SC2-03,CP4-SC2-14,CP4-SC2-22,CP4-SC2-20,CP4-SC2-11,CP4-SC2-01,CP4-SC2-05,CP4-SC2-17,CP4-SC2-21,CP4-SC2-07,CP4-SC2-08,CP4-SC2-10,CP4-SC2-13,CP4-SC2-02,CP7-SC2-05,CP4-SC2-16,CP4-SC2-12,CP4-SC2-06,CP4-SC2-09,CP7-SC2-18,CP4-SC2-15,CP7-SC2-02,CP4-SC2-23,CP4-SC2-04,CP4-SC2-19,CP7-SC2-03",[],,[],
4170,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC2-25,CP4-SC2-18,CP4-SC2-24,CP4-SC2-03,CP4-SC2-14,CP4-SC2-22,CP4-SC2-20,CP4-SC2-11,CP4-SC2-01,CP4-SC2-05,CP4-SC2-17,CP4-SC2-21,CP4-SC2-07,CP4-SC2-08,CP4-SC2-10,CP4-SC2-13,CP4-SC2-02,CP7-SC2-05,CP4-SC2-16,CP4-SC2-12,CP4-SC2-06,CP4-SC2-09,CP7-SC2-18,CP4-SC2-15,CP7-SC2-02,CP4-SC2-23,CP4-SC2-04,CP4-SC2-19,CP7-SC2-03",[],,[],
4171,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC2-25,CP4-SC2-18,CP4-SC2-24,CP4-SC2-03,CP4-SC2-14,CP4-SC2-22,CP4-SC2-20,CP4-SC2-11,CP4-SC2-01,CP4-SC2-05,CP4-SC2-17,CP4-SC2-21,CP4-SC2-07,CP4-SC2-08,CP4-SC2-10,CP4-SC2-13,CP4-SC2-02,CP7-SC2-05,CP4-SC2-16,CP4-SC2-12,CP4-SC2-06,CP4-SC2-09,CP7-SC2-18,CP4-SC2-15,CP7-SC2-02,CP4-SC2-23,CP4-SC2-04,CP4-SC2-19,CP7-SC2-03",[],,[],
4172,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC2-25,CP4-SC2-18,CP4-SC2-24,CP4-SC2-03,CP4-SC2-14,CP4-SC2-22,CP4-SC2-20,CP4-SC2-11,CP4-SC2-01,CP4-SC2-05,CP4-SC2-17,CP4-SC2-21,CP4-SC2-07,CP4-SC2-08,CP4-SC2-10,CP4-SC2-13,CP4-SC2-02,CP7-SC2-05,CP4-SC2-16,CP4-SC2-12,CP4-SC2-06,CP4-SC2-09,CP7-SC2-18,CP4-SC2-15,CP7-SC2-02,CP4-SC2-23,CP4-SC2-04,CP4-SC2-19,CP7-SC2-03",[],,[],
4173,MFM,[],{'XP': 'Vivien'},MFM DH10 Exp29 siRNA Hoechst aACT TTN X40,[],,,,,,,,,,,MFM DH10 Exp29 siRNA Hoechst aACT TTN X40
4174,DCM,[],{'XP': 'hoffm'},DCM-Lentis-AACT-TTN-x40-DH,[],,,,,,,,,,,DCM-Lentis-AACT-TTN-x40-DH
4175,SCZD,[],{'XP': 'Z127'},SCZD-Mat43-SV2A-Map-Homer-p2-x60-AV,[],,,,,,,,,,,SCZD-Mat43-SV2A-Map-Homer-p1-x60-AV
4176,SCZD,[],{'XP': 'Aurore'},SCZD-Mat43-SV2A-Map-Homer-p2-x60-AV,[],,,,,,,,,,,SCZD-Mat43-SV2A-Map-Homer-p1-x60-AV
4177,SCZD,[],{'XP': 'Aurore'},SCZD-Mat44-WT-KO-SV2A-Map2-PSD95-x60-AV,[],,,,,,,,,,,SCZD-Mat44-WT-KO-SV2A-Map2-PSD95-x60-AV
4178,SCZD,[],{'XP': 'Aurore'},SCZD-Mat44-WT-KO-Synapto-Map2-GluN1-x60-AV,[],,,,,,,,,,,SCZD-Mat44-WT-KO-Synapto-Map2-GluN1-x60-AV
4179,SCZD,[],{'XP': 'Aurore'},SCZD-Mat44-WT-KO-Syn-Map2-Homer-x60-AV,[],,,,,,,,,,,SCZD-Mat44-WT-KO-Syn-Map2-Homer-x60-AV
4180,SCZD,[],{'XP': 'Aurore'},SCZD-Mat44-WT-KO-Vglut-Map2-GluN2B-x60-AV,[],,,,,,,,,,,SCZD-Mat44-WT-KO-Vglut-Map2-GluN2B-x60-AV
4181,DCM,[],{'XP': 'hoffm'},DCM-Lentis-20220307-HOE-GFP-AACT-TTN-x40-DH,[],,,,,,,,,,,DCM-Lentis-20220307-HOE-GFP-AACT-TTN-x40-DH
4182,ASD,[],"{'XP': 'ameli', 'staining': ''}",220221_Mat57 Time course TMRM-MT-Calcein wash_new dyes,[],"[{'date': '2/21/2022', 'tag': 'CCU PDL + Lam combi, asp EL405'}]","[{'date': '2/22/2022', 'tag': '1vial 001D4102011'}]","1,37.10^6 cells/mL 49% viable","[{'date': '2/22/2022', 'tag': '10000 cells/well Manual seeding'}]","All fresh reagent except prostratin and Mitotempo
Remove RI the day after seeding (D1), Vprep
Drud treatment (D3), Dyes dispense and washings (D6) done with Vprep","[{'date': '2/28/2022', 'tag': 'Live acq, 1h, 2h and 4h after washings'}]",220221_Mat57 Time course TMRM-MT-Calcein wash,[],,"[{'date': '3/1/2022', 'primary_anti': '', 'primary_batch': '', 'primary_dil': {'unit': '', 'value': '0.00'}, 'primary_ref': '', 'secondary_anti': 'TMRM', 'secondary_batch': '', 'secondary_dil': {'unit': 'nM', 'value': '25.00'}, 'secondary_ref': ''}, {'date': '3/1/2022', 'primary_anti': '', 'primary_batch': '', 'primary_dil': {'unit': '', 'value': '0.00'}, 'primary_ref': '', 'secondary_anti': 'Mitotracker DR', 'secondary_batch': '', 'secondary_dil': {'unit': 'nM', 'value': '100.00'}, 'secondary_ref': ''}, {'date': '3/1/2022', 'primary_anti': '', 'primary_batch': '', 'primary_dil': {'unit': '', 'value': '0.00'}, 'primary_ref': '', 'secondary_anti': 'Calcein Green', 'secondary_batch': '', 'secondary_dil': {'unit': 'µM', 'value': '1.00'}, 'secondary_ref': ''}, {'date': '', 'primary_anti': '', 'primary_batch': '', 'primary_dil': {'unit': '', 'value': '0.00'}, 'primary_ref': '', 'secondary_anti': '', 'secondary_batch': '', 'secondary_dil': {'unit': 'µM', 'value': '2500.00'}, 'secondary_ref': ''}, {'date': '', 'primary_anti': '', 'primary_batch': '', 'primary_dil': {'unit': '', 'value': '0.00'}, 'primary_ref': '', 'secondary_anti': '', 'secondary_batch': '', 'secondary_dil': {'unit': '', 'value': '2500.00'}, 'secondary_ref': ''}, {'date': '', 'primary_anti': '', 'primary_batch': '', 'primary_dil': {'unit': '', 'value': '0.00'}, 'primary_ref': '', 'secondary_anti': '', 'secondary_batch': '', 'secondary_dil': {'unit': '', 'value': '2500.00'}, 'secondary_ref': ''}]",20220228-Mat57-TMRM MT Calcein-Zstack-2h
4183,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4184,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4185,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4186,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4187,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4188,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4189,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4190,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4191,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4192,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4193,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4194,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4195,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4196,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4197,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4198,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4199,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4200,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4201,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4202,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4203,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4204,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4205,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4206,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4207,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4208,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4209,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4210,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4211,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP5-SC2-13
4212,SNCA,[],{'XP': 'ameli'},20220314-Mat58-TMRM MT-Zstack-1h,[],,,,,,,,,,,20220314-Mat58-TMRM MT-Zstack-1h
4213,SNCA,['PD'],{'XP': 'ameli'},20220314-Mat58-TMRM MT-Zstack-2h,[],,,,,,,,,,,20220314-Mat58-TMRM MT-Zstack-2h
4214,PD,"['PD', 'Syto14']",{'XP': 'ameli'},20220314-Mat58-TMRM MT-Zstack-3h,[],,,,,,,,,,,20220314-Mat58-TMRM MT-Zstack-3h
4215,DM1,['Hoechst'],{'XP': 'ameli'},2022-03-15-test prod4 DM1 8000 cells,[],,,,,,,,,,,2022-03-15-test prod4 DM1 8000 cells
4216,DM1,[],{'XP': 'ameli'},2022-03-15-test prod4 DM1 6000 cells,[],,,,,,,,,,,2022-03-15-test prod4 DM1 7000 cells
4217,DM1,[],{'XP': 'ameli'},2022-03-15-test prod4 WT cells,[],,,,,,,,,,,2022-03-15-test prod4 WT cells
4218,MFM,[],{'XP': 'hoffm'},MFM DH7a Cell Stress Assay 22.2.15 T0 10X,[],,,,,,,,,,,MFM DH7a Cell Stress Assay 22.2.15 T0 10X
4219,MFM,[],{'XP': 'hoffm'},MFM DH7B Cell Stress Assay 22.2.15 T1 10X,[],,,,,,,,,,,MFM DH7B Cell Stress Assay 22.2.15 T1 10X
4220,SCZD,[],{'XP': 'Aurore'},SCZD-Mat43-SV2A-Map-Homer-p2-x60-AV,[],,,,,,,,,,,SCZD-Mat45-Clones1-roli-SV2A-Map2-Homer-x60-AV
4221,SCZD,[],{'XP': 'Aurore'},SCZD-Mat43-SV2A-Map-Homer-p2-x60-AV,[],,,,,,,,,,,SCZD-Mat45-Clones1-roli-SV2A-Map2-Homer-x60-AV
4222,SCZD,[],{'XP': 'Aurore'},SCZD-Mat43-SV2A-Map-Homer-p2-x60-AV,[],,,,,,,,,,,SCZD-Mat45-Clones1-roli-SV2A-Map2-Homer-x60-AV
4223,SCZD,[],{'XP': 'Aurore'},SCZD-Mat43-SV2A-Map-Homer-p2-x60-AV,[],,,,,,,,,,,SCZD-Mat45-Clones1-roli-SV2A-Map2-Homer-x60-AV
4224,SCZD,[],{'XP': 'IM_LOIC'},SCZD-Mat45-Clones1-roli-SV2A-Map2-Homer-x60-AV,[],,,,,,,,,,,SCZD-Mat45-Clones1-roli-SV2A-Map2-Homer-x60-AV
4225,JUMP-CP,[],{'XP': 'AT'},DCM-20220317-Myriamed-Plate6-Nuc-10X-AT,[],,,,,,,,,,,CP8-SC2-01
4226,JUMP-CP,[],"{'XP': 'AT', 'staining': ''}",,[],[],[],,[],,[],,[],,[],CP6-SC2-12
